precision,recall,f1-score,kappa,last_precision,last_recall,last_f1-score,last_kappa,precision_pred_0_with_drift,precision_pred_0_without_drift,recall_pred_0_with_drift,recall_pred_0_without_drift,f1-score_pred_0_with_drift,f1-score_pred_0_without_drift,kappa_pred_0_with_drift,kappa_pred_0_without_drift
0.15,0.15,0.15,0.1129200584429137,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.15,0.15,0.1114363370269705,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13,0.13,0.13,0.0905289567217227,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09,0.09,0.09,0.051885809543655,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.05,0.05,0.0096945689565308,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.06,0.06,0.0177638453500522,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11,0.11,0.11,0.0706901952594759,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.15,0.15,0.1145833333333333,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13,0.13,0.13,0.0925211223531864,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,0.12,0.12,0.0809399477806788,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.08,0.08,0.0376569037656903,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11,0.11,0.11,0.0729166666666666,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14,0.14,0.14,0.1041666666666668,0.11,0.11,0.11,0.0729166666666666,0.1645891709096682,0.1268938508679231,0.1645891709096682,0.1268938508679231,0.1645891709096682,0.1268938508679231,0.13656105350536535,0.08687335429612947
0.12,0.12,0.12,0.0831423213169412,0.11,0.11,0.11,0.0729166666666666,0.10064772413023888,0.07500608265184637,0.10064772413023888,0.07500608265184637,0.10064772413023888,0.07500608265184637,0.06161976531673066,0.036359325310025066
0.08,0.08,0.08,0.0382605059586033,0.11,0.11,0.11,0.0729166666666666,0.10248372277035159,0.05550352312032162,0.10248372277035159,0.05550352312032162,0.10248372277035159,0.05550352312032162,0.06213888409210713,0.015491150121444534
0.04,0.04,0.04,0.0,0.11,0.11,0.11,0.0729166666666666,0.09719122450061536,0.05201249854688575,0.09719122450061536,0.05201249854688575,0.09719122450061536,0.05201249854688575,0.05237330158878243,0.01185731522692709
0.03,0.03,0.03,0.0,0.11,0.11,0.11,0.0729166666666666,0.10179734692117852,0.04882178821420403,0.10179734692117852,0.04882178821420403,0.10179734692117852,0.04882178821420403,0.05827361657320206,0.008521548191222254
0.03,0.03,0.03,0.0,0.11,0.11,0.11,0.0729166666666666,0.11295323644667885,0.05893763460698516,0.11295323644667885,0.05893763460698516,0.11295323644667885,0.05893763460698516,0.07360416293467971,0.015661818151418327
0.04,0.04,0.04,0.0,0.11,0.11,0.11,0.0729166666666666,0.11507081858215397,0.06345976021616517,0.11507081858215397,0.06345976021616517,0.11507081858215397,0.06345976021616517,0.06922868831755362,0.026815881204523804
0.05,0.05,0.05,0.0056520828972157,0.11,0.11,0.11,0.0729166666666666,0.09319345514851633,0.05238639593331294,0.09319345514851633,0.05238639593331294,0.09319345514851633,0.05238639593331294,0.051802124858963204,0.011322450974364451
0.06,0.06,0.06,0.0208333333333333,0.11,0.11,0.11,0.0729166666666666,0.11021405440002431,0.06341331542406711,0.11021405440002431,0.06341331542406711,0.11021405440002431,0.06341331542406711,0.06821238417503966,0.021640056127798256
0.06,0.06,0.06,0.0208333333333333,0.11,0.11,0.11,0.0729166666666666,0.15165219640767794,0.06673237902147362,0.15165219640767794,0.06673237902147362,0.15165219640767794,0.06673237902147362,0.11302887673059286,0.0265908003939298
0.07,0.07,0.07,0.0301387005944311,0.11,0.11,0.11,0.0729166666666666,0.10978704396971495,0.05400897282746345,0.10978704396971495,0.05400897282746345,0.10978704396971495,0.05400897282746345,0.07127527857831849,0.012370845247867801
0.08,0.08,0.08,0.0365483296680281,0.11,0.11,0.11,0.0729166666666666,0.15457516254257328,0.05287926423161438,0.15457516254257328,0.05287926423161438,0.15457516254257328,0.05287926423161438,0.11456714278940826,0.01185731522692709
0.05,0.05,0.05,0.0104166666666668,0.11,0.11,0.11,0.0729166666666666,0.10776553023136479,0.031067786769049383,0.10776553023136479,0.031067786769049383,0.10776553023136479,0.031067786769049383,0.06700618961043957,-0.011696876359112873
0.04,0.04,0.04,1.1102230246251563e-16,0.11,0.11,0.11,0.0729166666666666,0.10006794652891884,0.04941543320006429,0.10006794652891884,0.04941543320006429,0.10006794652891884,0.04941543320006429,0.06239643875104847,0.007423972221808855
0.04,0.04,0.04,0.0,0.11,0.11,0.11,0.0729166666666666,0.10901982936921777,0.05287926423161438,0.10901982936921777,0.05287926423161438,0.10901982936921777,0.05287926423161438,0.0769056692223224,0.01185731522692709
0.05,0.05,0.05,0.0015764582238571,0.11,0.11,0.11,0.0729166666666666,0.0941368541083888,0.05287926423161438,0.0941368541083888,0.05287926423161438,0.0941368541083888,0.05287926423161438,0.05935076439642972,0.01185731522692709
0.04,0.04,0.04,0.0,0.11,0.11,0.11,0.0729166666666666,0.09555106479578859,0.06623951072317225,0.09555106479578859,0.06623951072317225,0.09555106479578859,0.06623951072317225,0.0636688914981362,0.02605593614136717
0.04,0.04,0.04,0.0,0.14,0.14,0.14,0.1041666666666668,0.10398681253172815,0.06605855749209691,0.10398681253172815,0.06605855749209691,0.10398681253172815,0.06605855749209691,0.07257587523891143,0.02605593614136717
0.04,0.04,0.04,0.0,0.12,0.12,0.12,0.0831423213169412,0.0979053501652267,0.05238639593331294,0.0979053501652267,0.05238639593331294,0.0979053501652267,0.05238639593331294,0.06011877153741246,0.011322450974364451
0.05,0.05,0.05,0.0019960079840318,0.08,0.08,0.08,0.0382605059586033,0.10790824307307643,0.05238639593331294,0.10790824307307643,0.05238639593331294,0.10790824307307643,0.05238639593331294,0.06997348307734277,0.011322450974364451
0.04,0.04,0.04,0.0,0.04,0.04,0.04,0.0,0.11321225797311806,0.05238639593331294,0.11321225797311806,0.05238639593331294,0.11321225797311806,0.05238639593331294,0.07006997405002521,0.011322450974364451
0.04,0.04,0.04,1.1102230246251563e-16,0.03,0.03,0.03,0.0,0.11145560399132907,0.05287926423161438,0.11145560399132907,0.05287926423161438,0.11145560399132907,0.05287926423161438,0.06758568831610387,0.01185731522692709
0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.0,0.09019628542738885,0.053142207142734814,0.09019628542738885,0.053142207142734814,0.09019628542738885,0.053142207142734814,0.04469218545049988,0.01353113447194116
0.05,0.05,0.05,0.0046102263202011,0.04,0.04,0.04,0.0,0.10010711149444725,0.05287926423161438,0.10010711149444725,0.05287926423161438,0.10010711149444725,0.05287926423161438,0.05322621845200058,0.01185731522692709
0.04,0.04,0.04,3.3306690738754696e-16,0.05,0.05,0.05,0.0056520828972157,0.10897844128213487,0.07704993209490404,0.10897844128213487,0.07704993209490404,0.10897844128213487,0.07704993209490404,0.06618115887147961,0.038367066223774414
0.04,0.04,0.04,1.1102230246251563e-16,0.06,0.06,0.06,0.0208333333333333,0.10255941326216465,0.06300917859842858,0.10255941326216465,0.06300917859842858,0.10255941326216465,0.06300917859842858,0.06233224284675092,0.026324272776595787
0.04,0.04,0.04,0.0,0.06,0.06,0.06,0.0208333333333333,0.09616003861552455,0.03773327908426046,0.09616003861552455,0.03773327908426046,0.09616003861552455,0.03773327908426046,0.05420276459561467,0.006011142561316332
0.04,0.04,0.04,0.0,0.07,0.07,0.07,0.0301387005944311,0.09025132108460725,0.05991490815417049,0.09025132108460725,0.05991490815417049,0.09025132108460725,0.05991490815417049,0.045534953796511644,0.023204937405070833
0.04,0.04,0.04,0.0,0.08,0.08,0.08,0.0365483296680281,0.0862452422678189,0.06718199445237764,0.0862452422678189,0.06718199445237764,0.0862452422678189,0.06718199445237764,0.040760984458430495,0.02283789157231273
0.04,0.04,0.04,0.0,0.05,0.05,0.05,0.0104166666666668,0.09462752512565353,0.04351649115061151,0.09462752512565353,0.04351649115061151,0.09462752512565353,0.04351649115061151,0.05511706900275956,0.006379167240141337
0.05,0.05,0.05,0.0066917607695524,0.04,0.04,0.04,1.1102230246251563e-16,0.08673672411485016,0.044237666428096366,0.08673672411485016,0.044237666428096366,0.08673672411485016,0.044237666428096366,0.04507355053185519,0.008708114673114466
0.05,0.05,0.05,0.0067956089911135,0.04,0.04,0.04,0.0,0.0909062007583388,0.07231379092875262,0.0909062007583388,0.07231379092875262,0.0909062007583388,0.07231379092875262,0.04877030955039827,0.0369037642791295
0.04,0.04,0.04,0.0,0.05,0.05,0.05,0.0015764582238571,0.08363910276186287,0.0610686209651273,0.08363910276186287,0.0610686209651273,0.08363910276186287,0.0610686209651273,0.04314602018681912,0.0160506775236025
0.05,0.05,0.05,0.0104166666666666,0.04,0.04,0.04,0.0,0.07925403953713002,0.07123451839468534,0.07925403953713002,0.07123451839468534,0.07925403953713002,0.07123451839468534,0.036180600275037916,0.02994576936327648
0.04,0.04,0.04,0.0,0.04,0.04,0.04,0.0,0.0802030282674195,0.05153241915948084,0.0802030282674195,0.05153241915948084,0.0802030282674195,0.05153241915948084,0.04040459959057263,0.01142907614540754
0.06,0.06,0.06,0.0176611976173058,0.04,0.04,0.04,0.0,0.08718076808129933,0.08672951484369097,0.08718076808129933,0.08672951484369097,0.08718076808129933,0.08672951484369097,0.05131379381441227,0.051628117843571714
0.04,0.04,0.04,1.1102230246251563e-16,0.05,0.05,0.05,0.0019960079840318,0.08462163958871952,0.07449645776467428,0.08462163958871952,0.07449645776467428,0.08462163958871952,0.07449645776467428,0.04425526372373585,0.03543460298054983
0.05,0.05,0.05,0.0103135743306594,0.04,0.04,0.04,0.0,0.08709248017357364,0.0893206310300249,0.08709248017357364,0.0893206310300249,0.08709248017357364,0.0893206310300249,0.047457746434390075,0.04772467019215217
0.05,0.05,0.05,0.0051314273745942,0.04,0.04,0.04,1.1102230246251563e-16,0.08459389597920532,0.11479438699600128,0.08459389597920532,0.11479438699600128,0.08459389597920532,0.11479438699600128,0.03487973773115352,0.07376649052494348
0.05,0.05,0.05,0.0094880617245335,0.04,0.04,0.04,0.0,0.09917866694499078,0.1321166551317989,0.09917866694499078,0.1321166551317989,0.09917866694499078,0.1321166551317989,0.053942466998156816,0.09287142723204687
0.04,0.04,0.04,0.0,0.05,0.05,0.05,0.0046102263202011,0.08725381228532914,0.10734531221547303,0.08725381228532914,0.10734531221547303,0.08725381228532914,0.10734531221547303,0.03846122518113619,0.06701491144425356
0.04,0.04,0.04,0.0,0.04,0.04,0.04,3.3306690738754696e-16,0.09424065550807466,0.047322890640554297,0.09424065550807466,0.047322890640554297,0.09424065550807466,0.047322890640554297,0.0489543589324395,0.014495896222457614
0.06,0.06,0.06,0.0177638453500521,0.04,0.04,0.04,1.1102230246251563e-16,0.09529925722789524,0.07861039576930795,0.09529925722789524,0.07861039576930795,0.09529925722789524,0.07861039576930795,0.046594670120919376,0.033810479296338944
0.06,0.06,0.06,0.0185842555857174,0.04,0.04,0.04,0.0,0.09678479447390989,0.08861145390368105,0.09678479447390989,0.08861145390368105,0.09678479447390989,0.08861145390368105,0.05364709733523349,0.04695984018434357
0.05,0.05,0.05,0.0103135743306594,0.04,0.04,0.04,0.0,0.08491201919487043,0.12088460508971541,0.08491201919487043,0.12088460508971541,0.08491201919487043,0.12088460508971541,0.04382477964754396,0.08186965155520863
0.03,0.03,0.03,0.0,0.04,0.04,0.04,0.0,0.10670507277517567,0.06954817049244166,0.10670507277517567,0.06954817049244166,0.10670507277517567,0.06954817049244166,0.063599242970688,0.02968425062062296
0.04,0.04,0.04,0.0,0.04,0.04,0.04,0.0,0.07888639843236415,0.06603343881758658,0.07888639843236415,0.06603343881758658,0.07888639843236415,0.06603343881758658,0.03561023481905606,0.03795758465593477
0.05,0.05,0.05,0.0079365079365077,0.05,0.05,0.05,0.0066917607695524,0.11701685511267741,0.07231896920382533,0.11701685511267741,0.07231896920382533,0.11701685511267741,0.07231896920382533,0.07481594985497958,0.033656181061645
0.03,0.03,0.03,0.0,0.05,0.05,0.05,0.0067956089911135,0.10560574069292751,0.10978758993241612,0.10560574069292751,0.10978758993241612,0.10560574069292751,0.10978758993241612,0.06452728180814782,0.07381659085525778
0.03,0.03,0.03,0.0,0.04,0.04,0.04,0.0,0.15768028674231044,0.1133547714243213,0.15768028674231044,0.1133547714243213,0.15768028674231044,0.1133547714243213,0.12487070968840104,0.0729303924788682
0.04,0.04,0.04,0.0,0.05,0.05,0.05,0.0104166666666666,0.11021755167416644,0.13202954530161065,0.11021755167416644,0.13202954530161065,0.11021755167416644,0.13202954530161065,0.06892365166623987,0.08539099670793628
0.05,0.05,0.05,0.0084542323348292,0.04,0.04,0.04,0.0,0.08157296254611945,0.08234402605538033,0.08157296254611945,0.08234402605538033,0.08157296254611945,0.08234402605538033,0.03618349008970849,0.039680997073139754
0.05,0.05,0.05,0.0104166666666666,0.06,0.06,0.06,0.0176611976173058,0.08442635251345297,0.07369659859198296,0.08442635251345297,0.07369659859198296,0.08442635251345297,0.07369659859198296,0.04000242718587404,0.032417891922812914
0.03,0.03,0.03,0.0,0.04,0.04,0.04,1.1102230246251563e-16,0.11638432741638591,0.10444072455751467,0.11638432741638591,0.10444072455751467,0.11638432741638591,0.10444072455751467,0.07581113221267943,0.06318110364646427
0.05,0.05,0.05,0.0084542323348295,0.05,0.05,0.05,0.0103135743306594,0.11888789095795425,0.12272050154633736,0.11888789095795425,0.12272050154633736,0.11888789095795425,0.12272050154633736,0.08179405970498425,0.08318215862347063
0.06,0.06,0.06,0.0191986644407345,0.05,0.05,0.05,0.0051314273745942,0.1596671531434604,0.1350706872999706,0.1596671531434604,0.1350706872999706,0.1596671531434604,0.1350706872999706,0.12384520644112765,0.08968749547806176
0.06,0.06,0.06,0.0203230849400731,0.05,0.05,0.05,0.0094880617245335,0.1654891929105879,0.15600848170890436,0.1654891929105879,0.15600848170890436,0.1654891929105879,0.15600848170890436,0.12667722457726704,0.11386584985302459
0.04,0.04,0.04,0.0,0.04,0.04,0.04,0.0,0.13451926366454087,0.10019467718298457,0.13451926366454087,0.10019467718298457,0.13451926366454087,0.10019467718298457,0.09495235550454031,0.05937222598454731
0.04,0.04,0.04,0.0,0.04,0.04,0.04,0.0,0.07960408752147305,0.08897711325537044,0.07960408752147305,0.08897711325537044,0.07960408752147305,0.08897711325537044,0.04282965597211007,0.05021365478530259
0.04,0.04,0.04,0.0,0.06,0.06,0.06,0.0177638453500521,0.09455921759335226,0.09780566618356512,0.09455921759335226,0.09780566618356512,0.09455921759335226,0.09780566618356512,0.05138956653544178,0.05744769207141896
0.03,0.03,0.03,0.0,0.06,0.06,0.06,0.0185842555857174,0.13012396905518867,0.1576129561006626,0.13012396905518867,0.1576129561006626,0.13012396905518867,0.1576129561006626,0.08873513921015018,0.12216343591768798
0.02,0.02,0.02,0.0,0.05,0.05,0.05,0.0103135743306594,0.10755157422778126,0.16336014984665775,0.10755157422778126,0.16336014984665775,0.10755157422778126,0.16336014984665775,0.06836292674223457,0.1220198007556086
0.05,0.05,0.05,0.0059642147117295,0.03,0.03,0.03,0.0,0.08148138127729926,0.15997947626683012,0.08148138127729926,0.15997947626683012,0.08148138127729926,0.15997947626683012,0.04715010348613102,0.12304657619455897
0.05,0.05,0.05,0.0083507306889352,0.04,0.04,0.04,0.0,0.09353245483248657,0.099450060775335,0.09353245483248657,0.099450060775335,0.09353245483248657,0.099450060775335,0.05117326112631747,0.060452906380072835
0.05,0.05,0.05,0.0103135743306594,0.05,0.05,0.05,0.0079365079365077,0.08374262060759531,0.10917209609481013,0.08374262060759531,0.10917209609481013,0.08374262060759531,0.10917209609481013,0.040637193025584016,0.06401741340406673
0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.0,0.09377301261257294,0.11254228326408154,0.09377301261257294,0.11254228326408154,0.09377301261257294,0.11254228326408154,0.05324080759076148,0.0748457618392253
0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.0,0.13719610571833424,0.12479602144146128,0.13719610571833424,0.12479602144146128,0.13719610571833424,0.12479602144146128,0.10275700051603527,0.08617019068674717
0.05,0.05,0.05,0.0087646076794658,0.04,0.04,0.04,0.0,0.13998122019895326,0.18116861722975508,0.13998122019895326,0.18116861722975508,0.13998122019895326,0.18116861722975508,0.10148782997748783,0.14116836607770678
0.04,0.04,0.04,0.0,0.05,0.05,0.05,0.0084542323348292,0.12008427978377162,0.10798234205532367,0.12008427978377162,0.10798234205532367,0.12008427978377162,0.10798234205532367,0.08358971738006644,0.07084662374404936
0.05,0.05,0.05,0.0104166666666666,0.05,0.05,0.05,0.0104166666666666,0.08179234154067092,0.10044524996222717,0.08179234154067092,0.10044524996222717,0.08179234154067092,0.10044524996222717,0.046051731392335545,0.0630214366669634
0.08,0.08,0.08,0.0385620231999161,0.03,0.03,0.03,0.0,0.07631404298936682,0.09626098159328716,0.07631404298936682,0.09626098159328716,0.07631404298936682,0.09626098159328716,0.03947473438498555,0.058560851253342525
0.12,0.12,0.12,0.0817071898152979,0.05,0.05,0.05,0.0084542323348295,0.09211476621254681,0.11654548647294459,0.09211476621254681,0.11654548647294459,0.09211476621254681,0.11654548647294459,0.05359004147732448,0.08099683153749748
0.13,0.13,0.13,0.0926157697121401,0.06,0.06,0.06,0.0191986644407345,0.12374008696113578,0.1740414549636571,0.12374008696113578,0.1740414549636571,0.12374008696113578,0.1740414549636571,0.08678648099100796,0.14227188251835154
0.12,0.12,0.12,0.0829512296790329,0.06,0.06,0.06,0.0203230849400731,0.12675203794451567,0.16508276159937843,0.12675203794451567,0.16508276159937843,0.12675203794451567,0.16508276159937843,0.09138078622400216,0.13861980922689512
